,county_year,eyewear_coverage_indicator,monthlyconsolidatedpremiumi,dental_coverage_indicator,hearing_aides_coverage_indicator,treated,untreated,excluded,persistent_treated,persistent_excluded,year,specialist_min_copay,county_encoded,Median_Household_Income,Total_Population,Percent_Hispanic,Percent_NonHispanic_Black,Percent_Unemployed,Percent_Female,Percent_Below_Poverty,Percent_HS,Percent_College
1496,11972_2016,0.8333333333333334,40.166666666666664,1.0,0.5,0.0,1.0,0.0,1.0,1.0,2016.0,25.833333333333332,905.0,33462.0,9924.0,4.181781539701733,42.98669891172914,8.615537848605578,52.40830310358726,26.742880473614367,77.94886693782685,13.785589773387565
1497,11972_2017,0.8,49.2,1.0,0.2,0.0,1.0,0.0,1.0,1.0,2017.0,24.0,905.0,34234.0,9905.0,4.573447753659768,42.453306410903586,7.467687888942078,52.054517920242304,26.536455670313934,78.59292162200889,14.31437168648804
1498,11972_2018,0.6,49.2,1.0,1.0,0.0,1.0,0.0,1.0,1.0,2018.0,43.0,905.0,35106.0,9884.0,4.8057466612707405,42.4726831242412,4.3158643585487315,51.74018615944963,23.8919029583376,80.45069613894073,12.573561073632842
1499,11972_2019,1.0,32.42857142857143,1.0,1.0,0.0,1.0,0.0,1.0,1.0,2019.0,47.857142857142854,905.0,37838.0,9844.0,5.058919138561559,42.594473791141816,3.033175355450237,51.53392929703373,23.651922878647287,83.68937644341801,13.770207852193995
1500,12020_2007,0.3,26.185000000000002,0.1,0.05,0.0,0.0,0.0,0.0,1.0,2007.0,18.0,600.0,64355.0,904783.0,7.387517227887793,3.0328819175426593,4.609222131825735,49.64748453496584,8.591208958496404,88.83587598908326,29.966686955554245
1501,12020_2008,0.4838709677419355,15.535483870967743,0.3548387096774194,0.22580645161290322,0.0,0.0,0.0,0.0,1.0,2008.0,22.166666666666668,600.0,68655.0,903231.0,7.7832802461385855,2.968565073607969,4.174195137976347,49.636693160442896,8.153912932813366,89.69735350429762,30.706306406813194
1502,12020_2009,0.6111111111111112,17.058333333333334,0.6666666666666666,0.4444444444444444,0.0,0.0,0.0,0.0,1.0,2009.0,22.5,600.0,67066.0,902564.0,7.856063392734476,3.0627190980362613,4.6629965984359245,49.35439481299941,8.86945061848525,89.65968134291903,30.705818690798676
1503,12020_2010,0.6086956521739131,25.547826086956523,0.6956521739130435,0.5217391304347826,0.0,0.0,0.0,0.0,1.0,2010.0,30.681818181818183,600.0,70093.0,936984.0,7.9058980729660275,1.8635323548747897,2.5010640757233014,49.94535659093431,8.832114058973874,89.90020788703114,31.088301284082696
1504,12020_2011,0.625,19.16875,0.4375,0.5625,0.0,0.0,0.0,0.0,1.0,2011.0,23.0,600.0,71263.0,944287.0,8.086524541797143,1.90842402786441,5.464296036223119,49.96192894744924,9.342613839283276,90.25644884898256,31.231979831521713
1505,12020_2012,0.6111111111111112,18.855555555555554,0.4444444444444444,0.3888888888888889,1.0,0.0,0.0,1.0,1.0,2012.0,23.6,600.0,72292.0,955215.0,8.288500494653036,1.9836371916270157,5.831959906459632,49.86594640997053,9.613439493749675,90.37380183286875,31.485038485290772
1506,12020_2013,0.5625,18.46875,0.375,0.5,1.0,0.0,0.0,1.0,1.0,2013.0,26.866666666666667,600.0,72764.0,964678.0,8.60857197945843,2.1351165881257788,6.103201538251395,49.72726650758077,9.836469128852137,90.34902970661271,32.10061620527913
1507,12020_2014,0.6,28.166666666666668,0.4666666666666667,0.4,1.0,0.0,0.0,1.0,1.0,2014.0,26.285714285714285,600.0,73581.0,975690.0,8.905902489520237,2.3066752759585527,5.887003815920336,49.54534739517674,9.753745169657508,90.66824514685467,32.462444232163755
1508,12020_2015,0.7777777777777778,41.55555555555556,0.5555555555555556,0.5555555555555556,0.0,1.0,0.0,1.0,1.0,2015.0,32.77777777777778,600.0,74460.0,984178.0,9.249952752449252,2.451792257091705,5.604292437873428,49.38628987845695,9.698315672807269,90.86189070530591,32.663440070725386
1509,12020_2016,0.7777777777777778,50.333333333333336,0.5555555555555556,0.5555555555555556,0.0,0.0,1.0,1.0,1.0,2016.0,38.333333333333336,600.0,77161.0,986999.0,9.385521160609079,2.1786242944521725,5.099698825398581,49.64341402574876,9.459080336075338,91.05422017504549,33.350645958788036
1510,12020_2017,0.8888888888888888,57.22222222222222,0.5555555555555556,0.6666666666666666,0.0,0.0,1.0,1.0,1.0,2017.0,39.44444444444444,600.0,80078.0,990060.0,9.602448336464457,2.1793628668969554,4.5279070385289,49.599721229016424,9.069884720959152,91.38796232564434,33.99898813410753
1511,12020_2018,0.7,53.2,0.5,0.6,0.0,0.0,1.0,1.0,1.0,2018.0,35.5,600.0,82906.0,987638.0,9.77706406598369,2.2195379278642577,4.307064333571846,49.61250984672522,8.722398186020767,91.68041462773263,34.32857308651152
1512,12020_2019,0.9166666666666666,48.583333333333336,0.5,0.75,0.0,0.0,1.0,1.0,1.0,2019.0,41.25,600.0,85857.0,984821.0,9.847982526773901,2.2499520217379607,3.9801167538989355,49.62881579495157,8.295729592998308,91.86127486266616,35.00484535190743
1513,13000_2007,0.5,40.163333333333334,0.3333333333333333,0.16666666666666666,0.0,0.0,0.0,0.0,1.0,2007.0,20.178571428571427,258.0,54610.0,360789.0,6.210278029540812,0.9667700511933568,4.8832515372619785,49.46575422199679,8.344343329650679,92.22945885339173,34.096824124136575
1514,13000_2008,0.5581395348837209,26.26046511627907,0.3953488372093023,0.27906976744186046,0.0,0.0,0.0,0.0,1.0,2008.0,23.571428571428573,258.0,56688.0,371649.0,6.547306732965783,1.114492437757131,5.016634343209289,49.529529206321016,8.040730920182233,92.68806939631021,34.74173532280491
1515,13000_2009,0.5853658536585366,28.25365853658537,0.5121951219512195,0.3170731707317073,0.0,0.0,0.0,0.0,1.0,2009.0,26.875,258.0,55888.0,368791.0,6.583132451713843,1.0442228796255872,6.045800748911023,49.63488805312494,9.438157112929277,92.46085217143862,34.22076780797268
1516,13000_2010,0.48148148148148145,58.148148148148145,0.48148148148148145,0.037037037037037035,0.0,0.0,0.0,0.0,1.0,2010.0,31.296296296296298,258.0,55835.0,380718.0,6.774305391392054,0.990234241617155,3.3130270383818985,49.85763741141738,10.17560689062361,92.91312773742067,35.02833191981022
1517,13000_2011,0.7142857142857143,52.214285714285715,0.5,0.07142857142857142,0.0,0.0,0.0,0.0,1.0,2011.0,26.53846153846154,258.0,55304.0,388174.0,6.998923163323664,0.9938841859578437,7.7681366760900135,49.878147428730415,11.178119694117957,93.12933395256474,35.23173133898115
1518,13000_2012,0.6111111111111112,47.888888888888886,0.4444444444444444,0.2777777777777778,1.0,0.0,0.0,1.0,1.0,2012.0,26.764705882352942,258.0,55499.0,394961.0,7.13640080919382,1.0038965872579824,8.476151745773542,49.94467808213975,12.174819243460181,93.26908014286609,35.33116110031957
1519,13000_2013,0.6086956521739131,39.391304347826086,0.391304347826087,0.043478260869565216,1.0,0.0,0.0,1.0,1.0,2013.0,27.045454545454547,258.0,55210.0,401673.0,7.261379281156564,0.9485327617240891,8.395911656394526,49.95008377461268,13.094645523714712,93.58084291187741,36.012260536398465
1520,13000_2014,0.85,46.42857142857143,0.6,0.1,1.0,0.0,0.0,1.0,1.0,2014.0,30.263157894736842,258.0,55805.0,409239.0,7.431354294189946,1.0177426882579617,7.332063588564698,49.943675944863514,12.795015576323987,93.79665784001317,36.39311521026884
1521,13000_2015,0.782608695652174,55.21739130434783,0.5652173913043478,0.21739130434782608,0.0,0.0,1.0,1.0,1.0,2015.0,32.04545454545455,258.0,56356.0,417501.0,7.623933834889018,1.0967638400866107,6.560900955629806,49.969221630606874,12.34875818653951,94.19726810210359,37.05847194483724
1522,13000_2016,0.7727272727272727,64.87272727272727,0.6818181818181818,0.2727272727272727,0.0,0.0,1.0,1.0,1.0,2016.0,33.63636363636363,258.0,58099.0,425798.0,7.7278427799097225,1.174030878491679,5.2748926236310085,49.89549034988422,12.227167228961788,94.56173842692802,36.96995933545764
1523,13000_2017,0.8095238095238095,53.857142857142854,0.7142857142857143,0.6190476190476191,0.0,0.0,1.0,1.0,1.0,2017.0,36.19047619047619,258.0,60151.0,435117.0,7.866389959482162,1.2438033908121264,4.292894442787376,49.898762861483235,11.822685483398724,94.69544603177894,37.6339961433992
1524,13000_2018,1.0,40.375,0.6666666666666666,1.0,0.0,0.0,1.0,1.0,1.0,2018.0,36.875,258.0,63137.0,446052.0,8.034489252374161,1.2738425116354146,3.844833355787241,49.923551514173234,10.972179663668006,95.13989929128421,37.762415936383206
1525,13000_2019,1.0,33.97931034482759,0.8620689655172413,1.0,0.0,0.0,1.0,1.0,1.0,2019.0,32.67857142857143,258.0,66293.0,456849.0,8.201615851189342,1.2844506609404858,3.8811970941383347,49.898981939327875,10.846492826464612,95.1607087752351,38.52592941482191
1526,13050_2007,0.45454545454545453,50.78181818181818,0.3181818181818182,0.09090909090909091,0.0,0.0,0.0,0.0,1.0,2007.0,19.761904761904763,217.0,43099.0,43148.0,,,5.354565812391142,50.48901455455641,13.182180165831262,84.02072125921498,16.70053795576808
1527,13050_2008,0.4864864864864865,31.05945945945946,0.40540540540540543,0.21621621621621623,0.0,0.0,0.0,0.0,1.0,2008.0,25.0,217.0,44232.0,43430.0,,,4.490016720763253,50.27630670043749,12.73344651952462,83.58197080001591,15.570672713529857
1528,13050_2009,0.45454545454545453,35.166666666666664,0.5151515151515151,0.21212121212121213,0.0,0.0,0.0,0.0,1.0,2009.0,30.15625,217.0,44380.0,43635.0,15.611321187120431,0.5408502349031741,6.02668532307231,49.99427065429128,15.2279317944554,85.04056592462331,16.342272491107472
1529,13050_2010,0.36363636363636365,71.36363636363636,0.5,0.0,0.0,0.0,0.0,0.0,1.0,2010.0,32.5,217.0,44128.0,44496.0,16.38349514563107,0.3640776699029126,2.910418310970797,50.049442646530025,14.726345609065156,84.6171774851416,15.852853202812414
1530,13050_2011,0.75,60.666666666666664,0.5,0.0,0.0,0.0,0.0,0.0,1.0,2011.0,27.272727272727273,217.0,46169.0,45002.0,16.799253366517046,0.47109017377005463,5.870135008159834,50.09110706190836,15.391504892411723,84.67714318328831,16.194208743959514
1531,13050_2012,0.6666666666666666,67.33333333333333,0.5833333333333334,0.25,0.0,1.0,0.0,0.0,1.0,2012.0,26.818181818181817,217.0,46817.0,45312.0,17.152189265536723,0.24938206214689265,6.777745011304432,50.04193149717514,15.365625834000534,84.85760505624317,17.41845679244573
1532,13050_2013,0.9333333333333333,82.13333333333334,0.26666666666666666,0.0,0.0,0.0,1.0,0.0,1.0,2013.0,27.0,217.0,47941.0,45485.0,17.372760250632076,0.27481587336484553,7.550482879719052,49.85599648235682,15.197501052305102,84.63430999776337,17.341385223290835
1533,13050_2014,1.0,77.16666666666667,0.5454545454545454,0.0,0.0,0.0,1.0,0.0,1.0,2014.0,30.90909090909091,217.0,48088.0,45558.0,17.588568418279994,0.2919355546775539,7.203924997571165,49.88585978313359,13.872129770823667,84.40349966634537,17.08311707570253
1534,13050_2015,0.8888888888888888,77.66666666666667,0.3333333333333333,0.0,0.0,1.0,0.0,0.0,1.0,2015.0,31.11111111111111,217.0,50155.0,45407.0,17.693307199330498,0.29290638007355696,7.111974738887541,49.97467350848988,13.520770459790521,85.15012572104719,17.48631859192427
1535,13050_2016,1.0,89.16666666666667,0.4444444444444444,0.0,0.0,1.0,0.0,0.0,1.0,2016.0,32.22222222222222,217.0,49943.0,45261.0,17.75700934579439,0.2916418108305163,6.639553116424931,50.04308344932723,13.39964761246292,85.89847790749225,18.050834934239692
1536,13050_2017,1.0,84.0,0.4444444444444444,0.3333333333333333,0.0,1.0,0.0,0.0,1.0,2017.0,34.44444444444444,217.0,51307.0,45369.0,17.899887588441445,0.2909475633141573,5.199687530514598,49.89530296017104,13.145592163846839,86.84074837949322,19.269298762522098
1537,13050_2018,1.0,77.5,0.375,1.0,0.0,1.0,0.0,0.0,1.0,2018.0,32.5,217.0,51288.0,45551.0,17.971065399222848,0.24807358784658956,4.341906938299217,50.064762573818356,12.545414266725743,87.53497275806214,20.685466058017965
1538,13050_2019,1.0,62.888888888888886,0.7777777777777778,1.0,0.0,1.0,0.0,0.0,1.0,2019.0,21.666666666666668,217.0,55472.0,45839.0,17.99123017517834,0.28360130020288404,4.809686912055574,50.01199851654704,11.17790594498669,89.15150855026685,21.232255019424173
1539,13060_2007,0.2,38.419999999999995,0.26666666666666666,0.13333333333333333,0.0,0.0,0.0,0.0,1.0,2007.0,25.0,1339.0,57398.0,21364.0,,,,48.24939149971915,12.650743747360519,93.19407008086253,43.16711590296496
1540,13060_2008,0.43333333333333335,21.279999999999998,0.4,0.2,0.0,0.0,0.0,0.0,1.0,2008.0,27.06896551724138,1339.0,64879.0,21500.0,,,,47.353488372093025,10.013058483350433,90.84763735171317,44.389952945854596
1541,13060_2009,0.3793103448275862,24.844827586206897,0.4827586206896552,0.2413793103448276,0.0,0.0,0.0,0.0,1.0,2009.0,31.607142857142858,1339.0,56601.0,21775.0,17.322617680826635,0.027554535017221583,4.429423459244533,47.65097588978186,10.62859774349528,92.02684563758389,40.697986577181204
1542,13060_2010,0.17647058823529413,47.705882352941174,0.35294117647058826,0.0,0.0,0.0,0.0,0.0,1.0,2010.0,35.294117647058826,1339.0,61854.0,21329.0,18.458436869989217,0.05626142810258334,2.8413736713000817,48.53954709550378,9.34725108634045,91.99620801733478,43.15411700975081
1543,13060_2011,0.625,42.9625,0.625,0.0,0.0,0.0,0.0,0.0,1.0,2011.0,33.333333333333336,1339.0,62906.0,21354.0,19.279760232274985,0.03278074365458462,6.4287984742530195,47.916081296244265,7.761673197677163,90.68571041765384,45.06193731808028
1544,13060_2012,0.6,62.2,0.13333333333333333,0.0,0.0,0.0,1.0,0.0,1.0,2012.0,31.0,1339.0,60160.0,21323.0,19.889321390048302,0.03751817286498147,6.963855421686747,48.50630774281293,8.851561762763046,90.54044981537429,44.01477005706613
1545,13060_2013,0.5384615384615384,67.38461538461539,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2013.0,31.923076923076923,1339.0,64042.0,21294.0,20.0150277073354,0.03287310979618672,5.996953419385873,48.72734103503335,8.298716012084592,90.62374245472837,44.74849094567405
1546,13060_2014,1.0,68.42857142857143,0.2857142857142857,0.0,0.0,1.0,0.0,0.0,1.0,2014.0,25.0,1339.0,62489.0,21269.0,20.292444402651746,0.08463021298603601,4.729349312314004,49.23127556537684,10.805454631246166,90.2430857831648,44.80680372329739
1547,13060_2015,0.875,67.25,0.25,0.0,0.0,1.0,0.0,0.0,1.0,2015.0,30.0,1339.0,60088.0,21309.0,20.470223849077854,0.08916420291895444,4.057528523220312,49.14824721948472,10.438138265330133,90.29482390608324,42.86286019210245
1548,13060_2016,1.0,87.35714285714286,0.5714285714285714,0.0,0.0,1.0,0.0,0.0,1.0,2016.0,32.142857142857146,1339.0,58086.0,21427.0,20.740187613758344,0.11667522284967566,3.682835211497632,49.48429551500443,12.654263275991024,90.03256030301017,41.849956807761316
1549,13060_2017,1.0,49.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,2017.0,40.0,1339.0,58835.0,21583.0,21.011907519807256,0.29652967613399434,3.6666935288903217,48.84863086688597,14.759120022277918,88.65870554859141,40.377383387213825
1550,13060_2018,1.0,51.666666666666664,1.0,1.0,0.0,1.0,0.0,0.0,1.0,2018.0,40.0,1339.0,51968.0,21994.0,21.81504046558152,0.368282258797854,1.9476423277085633,48.84513958352278,14.01503074470508,88.40015570260802,38.224990268587
1551,13060_2019,1.0,35.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,2019.0,16.666666666666668,1339.0,56694.0,22373.0,22.625486076967775,0.4380279801546507,2.0192384132283965,48.50489429222724,12.52575011195701,88.67520020177817,35.36792988208588
1552,13070_2009,0.48484848484848486,29.545454545454547,0.45454545454545453,0.15151515151515152,0.0,0.0,0.0,0.0,1.0,2009.0,28.03030303030303,800.0,49341.0,7467.0,4.339092004821214,0.0,12.560386473429952,49.36386768447837,12.718579234972676,86.79280983916745,22.989593188268685
1553,13070_2010,0.4166666666666667,56.458333333333336,0.4583333333333333,0.0,0.0,0.0,0.0,0.0,1.0,2010.0,31.875,800.0,48789.0,7122.0,2.892445942151081,0.0,6.817542873207759,48.84863802302724,16.269385410683515,87.21452274058169,23.911770447003708
1554,13070_2011,0.9,65.7,0.5,0.0,0.0,0.0,0.0,0.0,1.0,2011.0,26.5,800.0,47128.0,7094.0,3.0589230335494784,0.47927826332111645,14.28155904595695,47.75866929799831,17.31835632020475,87.05357142857143,19.934006211180126
1555,13070_2012,0.8461538461538461,60.23076923076923,0.38461538461538464,0.15384615384615385,1.0,0.0,0.0,1.0,1.0,2012.0,25.384615384615383,800.0,45403.0,7014.0,3.5642999714856,0.4419731964642145,14.365125804564071,47.1057884231537,15.442235666954767,87.5146084924036,21.445266848461237
1556,13070_2013,0.7777777777777778,43.44444444444444,0.3333333333333333,0.0,1.0,0.0,0.0,1.0,1.0,2013.0,26.11111111111111,800.0,41056.0,6944.0,3.600230414746543,0.4464285714285714,12.917049280685644,47.63824884792627,17.023134002618946,89.15569326103795,24.051123160340822
1557,13070_2014,0.9285714285714286,52.06666666666667,0.5714285714285714,0.0,1.0,0.0,0.0,1.0,1.0,2014.0,28.928571428571427,800.0,41194.0,6880.0,3.5901162790697674,0.39244186046511637,12.907268170426066,47.383720930232556,15.860451480504251,91.11197360760723,24.781680574422662
1558,13070_2015,0.9285714285714286,69.07142857142857,0.5714285714285714,0.07142857142857142,0.0,1.0,0.0,1.0,1.0,2015.0,31.428571428571427,800.0,44238.0,6885.0,3.558460421205519,0.522875816993464,10.478654592496765,47.33478576615831,14.490422576400059,94.1018251681076,25.052833813640728
1559,13070_2016,0.8,82.77333333333333,0.6666666666666666,0.06666666666666667,0.0,0.0,1.0,1.0,1.0,2016.0,32.666666666666664,800.0,44591.0,6891.0,3.773037295022493,0.43535045711798,8.299731182795698,47.52575823537948,13.70543541788428,93.76786735277301,26.967791118734514
1560,13070_2017,0.8,74.4,0.6666666666666666,0.4,0.0,1.0,0.0,1.0,1.0,2017.0,35.333333333333336,800.0,49964.0,6968.0,4.104477611940299,0.20091848450057406,6.049213943950786,47.2158438576349,11.289158365814927,93.53271028037383,29.1588785046729
1561,13070_2018,1.0,52.2,0.6666666666666666,1.0,0.0,1.0,0.0,1.0,1.0,2018.0,35.0,800.0,53942.0,7163.0,4.327795616361859,0.22337009632835406,6.41781270464964,47.22881474242636,13.127196064652145,93.7341542919232,27.200289750090544
1562,13070_2019,1.0,41.0625,0.875,1.0,0.0,0.0,1.0,1.0,1.0,2019.0,30.9375,800.0,59646.0,7378.0,4.581187313635131,0.2575223637842234,5.362877328195247,48.780157224179995,10.7293796864349,94.31007482164607,27.144597181137986
1563,13090_2007,0.4666666666666667,63.486666666666665,0.5333333333333333,0.2,0.0,0.0,0.0,0.0,0.0,2007.0,22.0,2366.0,47373.0,93620.0,8.80794701986755,0.5426190984832301,4.550662602416931,50.02243110446486,11.459369458980236,88.81527669524552,25.026571246368594
1564,13090_2008,0.5333333333333333,36.81333333333334,0.5666666666666667,0.26666666666666666,0.0,0.0,0.0,0.0,0.0,2008.0,27.75862068965517,2366.0,51232.0,96304.0,9.387979730852301,0.42054327961455396,4.111740154551842,50.00519189234092,10.638141140319492,90.7040807596886,26.17332534861836
1565,13090_2009,0.5454545454545454,39.71818181818182,0.5757575757575758,0.2727272727272727,0.0,0.0,0.0,0.0,0.0,2009.0,30.3125,2366.0,49823.0,96238.0,9.503522517093039,0.5205843845466448,4.809593672258723,49.89816912238409,10.321955738982123,90.07760921477735,26.035960106756566
1566,13090_2010,0.5,78.375,0.5416666666666666,0.0,0.0,0.0,0.0,0.0,0.0,2010.0,31.458333333333332,2366.0,50445.0,100213.0,10.478680410725156,0.4650095297017353,2.654450047144673,50.09230339377127,10.958159206485071,90.63920834447713,26.171770526878845
1567,13090_2011,0.75,60.666666666666664,0.5,0.0,0.0,0.0,0.0,0.0,0.0,2011.0,27.272727272727273,2366.0,51311.0,102422.0,10.947843236804593,0.4139735603678896,5.618000040071327,50.15621643787468,10.616802552286424,91.25898635541138,26.746328024387463
1568,13090_2012,0.6666666666666666,67.33333333333333,0.5833333333333334,0.25,0.0,1.0,0.0,0.0,0.0,2012.0,26.818181818181817,2366.0,51254.0,104177.0,11.388310279620262,0.45595476928688666,6.366332888738479,50.23565662286301,11.615389083586654,91.04685177192728,26.459821928099874
1569,13090_2013,0.7894736842105263,79.26315789473684,0.3684210526315789,0.0,0.0,1.0,0.0,0.0,0.0,2013.0,26.666666666666668,2366.0,50872.0,105580.0,11.803371850729306,0.5465050198901307,6.62524225290204,50.25478310286039,11.36906924709797,90.53302889536256,26.018423746161716
1570,13090_2014,0.9333333333333333,76.3125,0.6,0.0,0.0,1.0,0.0,0.0,0.0,2014.0,29.642857142857142,2366.0,50897.0,106703.0,12.087757607564924,0.46484166330843557,6.102007291958812,50.37534089950611,12.656776931529686,90.95658664012937,26.410312227889044
1571,13090_2015,0.9230769230769231,76.15384615384616,0.5384615384615384,0.0,0.0,1.0,0.0,0.0,0.0,2015.0,29.583333333333332,2366.0,50762.0,107788.0,12.353879838200912,0.4453185883400749,5.616112322246445,50.45459605893049,13.180647707836023,91.09485910948591,27.21168914974034
1572,13090_2016,0.8461538461538461,84.1923076923077,0.6153846153846154,0.0,0.0,1.0,0.0,0.0,0.0,2016.0,32.083333333333336,2366.0,52831.0,108989.0,12.402169026232004,0.4275660846507445,4.728217426059152,50.2188294231528,12.744697068282798,91.11006513718283,27.837415162235622
1573,13090_2017,1.0,84.0,0.4444444444444444,0.3333333333333333,0.0,1.0,0.0,0.0,0.0,2017.0,34.44444444444444,2366.0,54150.0,110404.0,12.668925038947865,0.49817035614651645,3.7714240581312697,50.10869171406833,11.857624069535847,91.50836980553174,29.2875513242792
1574,13090_2018,1.0,77.44444444444444,0.4444444444444444,1.0,0.0,1.0,0.0,0.0,0.0,2018.0,33.333333333333336,2366.0,56609.0,112397.0,12.884685534311412,0.5106897870939615,3.7622257725129566,49.965746416719306,12.099047893565851,91.7036687368157,30.065349835519037
1575,13090_2019,1.0,64.2,0.8,1.0,0.0,1.0,0.0,0.0,0.0,2019.0,23.5,2366.0,60615.0,114392.0,13.03937338275404,0.4440869990908455,3.418239408736967,49.88985243723337,10.481831845106534,91.95213142205478,31.305126095304086
1576,13110_2009,0.3157894736842105,49.43157894736842,0.47368421052631576,0.10526315789473684,0.0,0.0,0.0,0.0,0.0,2009.0,35.78947368421053,2523.0,34229.0,2769.0,4.080895630191405,0.0,3.392444101773323,51.35427952329361,15.978260869565217,88.16537467700259,18.39793281653747
1577,13110_2010,0.25,59.166666666666664,0.4166666666666667,0.0,0.0,0.0,0.0,0.0,0.0,2010.0,36.25,2523.0,39413.0,2842.0,3.870513722730472,0.0,2.6538461538461537,52.07600281491907,13.764450867052021,88.64758144126358,17.522211253701876
1578,13110_2011,0.75,63.175,0.75,0.0,0.0,0.0,0.0,0.0,0.0,2011.0,31.25,2523.0,37821.0,2848.0,5.65308988764045,0.17556179775280897,5.6037884767166535,52.14185393258427,16.08617594254937,90.87591240875912,18.665276329509904
1579,13110_2012,0.3333333333333333,96.33333333333333,0.3333333333333333,0.0,0.0,1.0,0.0,0.0,0.0,2012.0,36.666666666666664,2523.0,40150.0,2828.0,3.8189533239038185,0.10608203677510608,6.606851549755302,49.22206506364923,14.326957776975823,91.49377593360994,17.894190871369293
1580,13110_2013,0.0,122.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2013.0,40.0,2523.0,41131.0,2786.0,3.7329504666188082,1.3639626704953338,8.945969884853854,48.887293610911705,15.747168432590428,89.17162966973471,17.920952896589064
1581,13110_2015,1.0,85.2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2015.0,27.0,2523.0,37891.0,2653.0,6.106294760648322,1.997738409347908,6.7961165048543695,46.324915190350545,17.60428626100268,89.73188819167142,15.630347974900172
1582,13110_2016,1.0,124.83333333333333,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2016.0,28.333333333333332,2523.0,39653.0,2592.0,3.896604938271605,1.1959876543209875,6.756756756756757,46.99074074074074,15.541601255886969,90.36144578313254,14.895947426067908
1583,13120_2009,0.3157894736842105,49.43157894736842,0.47368421052631576,0.10526315789473684,0.0,0.0,0.0,0.0,1.0,2009.0,35.78947368421053,2525.0,50114.0,1040.0,13.750000000000004,0.19230769230769232,3.372681281618887,44.230769230769226,15.871470301850048,84.93543758967002,21.37733142037303
1584,13120_2010,0.25,59.166666666666664,0.4166666666666667,0.0,0.0,0.0,0.0,0.0,1.0,2010.0,36.25,2525.0,44145.0,1216.0,13.815789473684212,0.41118421052631576,4.860088365243005,41.85855263157895,16.28498727735369,81.91214470284238,22.60981912144703
1585,13120_2011,0.8333333333333334,53.949999999999996,0.8333333333333334,0.0,0.0,0.0,0.0,0.0,1.0,2011.0,31.25,2525.0,41184.0,1235.0,14.251012145748987,0.97165991902834,12.535612535612536,44.45344129554656,15.13911620294599,82.9736211031175,23.741007194244602
1586,13120_2012,0.5,76.375,0.25,0.0,0.0,1.0,0.0,0.0,1.0,2012.0,32.5,2525.0,40515.0,1276.0,11.363636363636363,0.4702194357366771,10.028248587570623,43.8871473354232,14.956245027844073,81.70163170163171,21.56177156177156
1587,13120_2013,0.3333333333333333,87.33333333333333,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2013.0,33.333333333333336,2525.0,41154.0,1267.0,16.101026045777427,0.0,12.87878787878788,45.06708760852407,15.494071146245057,84.28246013667426,22.323462414578586
1588,13120_2014,1.0,45.5,1.0,0.0,0.0,0.0,1.0,0.0,1.0,2014.0,20.0,2525.0,41250.0,1156.0,17.387543252595155,0.0,12.563667232597622,44.550173010380625,17.92207792207792,83.66093366093365,21.990171990171987
1589,13120_2015,1.0,70.14285714285714,0.2857142857142857,0.0,0.0,1.0,0.0,0.0,1.0,2015.0,28.571428571428573,2525.0,42614.0,1052.0,11.311787072243346,0.0,5.83804143126177,48.85931558935361,21.768060836501906,87.05234159779614,18.31955922865014
1590,13120_2016,1.0,90.41666666666667,0.5,0.0,0.0,1.0,0.0,0.0,1.0,2016.0,30.0,2525.0,42708.0,968.0,8.47107438016529,0.0,4.3478260869565215,48.34710743801653,19.834710743801654,87.86936236391914,20.52877138413686
1591,13120_2017,1.0,50.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,2017.0,35.0,2525.0,36667.0,886.0,9.255079006772009,0.0,4.368932038834951,50.0,22.34762979683973,90.50736497545007,20.621931260229132
1592,13120_2018,1.0,44.5,1.0,1.0,0.0,1.0,0.0,0.0,1.0,2018.0,35.0,2525.0,38393.0,886.0,0.9029345372460496,0.0,3.0456852791878175,51.128668171557564,23.25056433408578,93.60655737704919,19.508196721311474
1593,13120_2019,1.0,19.5,1.0,1.0,0.0,1.0,0.0,0.0,1.0,2019.0,0.0,2525.0,39688.0,1048.0,1.6221374045801527,0.0,2.376237623762376,52.57633587786259,15.553435114503817,93.30601092896174,16.256830601092894
1594,13130_2007,0.5,40.163333333333334,0.3333333333333333,0.16666666666666666,0.0,0.0,0.0,0.0,1.0,2007.0,20.178571428571427,443.0,43329.0,171498.0,20.34600986600427,0.6927194486233076,6.912089675691025,50.03323653920162,15.748294451600591,80.97145084283348,16.371431355354186
1595,13130_2008,0.5581395348837209,26.26046511627907,0.3953488372093023,0.27906976744186046,0.0,0.0,0.0,0.0,1.0,2008.0,23.571428571428573,443.0,44257.0,177912.0,21.04186339313818,0.8166958945995774,7.027442630707356,49.98369980664598,15.084290504592696,81.48827975014281,16.877534392822692
